t(s)	deltaD	t rescaled
12.73666667	-184.0222222	2.283666667
12.75333333	-184.1822222	2.300333333
12.77	-184.4577778	2.317
12.78666667	-184.8222222	2.333666667
12.80333333	-185.0711111	2.350333333
12.82	-185.5511111	2.367
12.83666667	-185.7022222	2.383666667
12.85333333	-186.0311111	2.400333333
12.87	-186.5555556	2.417
12.88666667	-186.5822222	2.433666667
12.90333333	-187.2755556	2.450333333
12.92	-187.5955556	2.467
12.93666667	-187.9688889	2.483666667
12.95333333	-188.5555556	2.500333333
12.97	-189.1955556	2.517
12.98666667	-189.7822222	2.533666667
13.00333333	-189.72	2.550333333
13.02	-190.76	2.567
13.03666667	-191.2666667	2.583666667
13.05333333	-192.1111111	2.600333333
13.07	-193.1066667	2.617
13.08666667	-193.3022222	2.633666667
13.10333333	-194.0933333	2.650333333
13.12	-194.4666667	2.667
13.13666667	-194.8133333	2.683666667
13.15333333	-195.3288889	2.700333333
13.17	-195.3288889	2.717
13.18666667	-195.2666667	2.733666667
13.20333333	-195.9777778	2.750333333
13.22	-196.2177778	2.767
13.23666667	-195.7555556	2.783666667
13.25333333	-196.6088889	2.800333333
13.27	-196.6088889	2.817
13.28666667	-196.7422222	2.833666667
13.30333333	-196.8577778	2.850333333
13.32	-197.0888889	2.867
13.33666667	-197.32	2.883666667
13.35333333	-197.6488889	2.900333333
13.37	-197.5777778	2.917
13.38666667	-197.7555556	2.933666667
13.40333333	-197.9422222	2.950333333
13.42	-197.5244444	2.967
13.43666667	-198.2088889	2.983666667
13.45333333	-198.0044444	3.000333333
13.47	-198.1555556	3.017
13.48666667	-197.8622222	3.033666667
13.50333333	-198.5466667	3.050333333
13.52	-198.5555556	3.067
13.53666667	-198.2533333	3.083666667
13.55333333	-198.7244444	3.100333333
13.57	-198.5911111	3.117
13.58666667	-198.8488889	3.133666667
13.60333333	-199.2044444	3.150333333
13.62	-199.4177778	3.167
13.63666667	-199.3555556	3.183666667
13.65333333	-199.7733333	3.200333333
13.67	-199.2044444	3.217
13.68666667	-198.5822222	3.233666667
13.70333333	-198.76	3.250333333
13.72	-197.16	3.267
13.73666667	-199.7644444	3.283666667
13.75333333	-197.6222222	3.300333333
13.77	-196.9466667	3.317
13.78666667	-198.2977778	3.333666667
13.80333333	-197.7288889	3.350333333
13.82	-196.5911111	3.367
13.83666667	-196.1288889	3.383666667
13.85333333	-196.3422222	3.400333333
13.87	-196.9466667	3.417
13.88666667	-196.5555556	3.433666667
13.90333333	-196.6977778	3.450333333
13.92	-196.84	3.467
13.93666667	-196.9822222	3.483666667
13.95333333	-197.0533333	3.500333333
13.97	-197.16	3.517
13.98666667	-197.3022222	3.533666667
14.00333333	-197.4088889	3.550333333
14.02	-197.5155556	3.567
14.03666667	-197.5866667	3.583666667
14.05333333	-197.7288889	3.600333333
14.07	-197.8355556	3.617
14.08666667	-197.9777778	3.633666667
14.10333333	-198.0488889	3.650333333
14.12	-198.1555556	3.667
14.13666667	-198.2622222	3.683666667
14.15333333	-198.3688889	3.700333333
14.17	-198.4755556	3.717
14.18666667	-198.5822222	3.733666667
14.20333333	-198.6533333	3.750333333
14.22	-198.76	3.767
14.23666667	-198.8666667	3.783666667
14.25333333	-198.9733333	3.800333333
14.27	-199.0622222	3.817
14.28666667	-199.1688889	3.833666667
14.30333333	-199.2577778	3.850333333
14.32	-199.3466667	3.867
14.33666667	-199.4177778	3.883666667
14.35333333	-199.5422222	3.900333333
14.37	-199.6577778	3.917
14.38666667	-199.7022222	3.933666667
14.40333333	-199.8088889	3.950333333
14.42	-199.8711111	3.967
14.43666667	-199.9866667	3.983666667
14.45333333	-200.0333333	4.000333333
14.47	-200.1777778	4.017
14.48666667	-200.2444444	4.033666667
14.50333333	-200.3111111	4.050333333
14.52	-200.3888889	4.067
14.53666667	-200.5333333	4.083666667
14.55333333	-200.5333333	4.100333333
14.57	-200.6666667	4.117
14.58666667	-200.7444444	4.133666667
14.60333333	-200.8111111	4.150333333
14.62	-200.9555556	4.167
14.63666667	-201.0222222	4.183666667
14.65333333	-201.1	4.200333333
14.67	-201.2444444	4.217
14.68666667	-201.2444444	4.233666667
14.70333333	-201.3111111	4.250333333
14.72	-201.4555556	4.267
14.73666667	-201.5222222	4.283666667
14.75333333	-201.6	4.300333333
14.77	-201.6666667	4.317
14.78666667	-201.8111111	4.333666667
14.80333333	-201.8777778	4.350333333
14.82	-201.9555556	4.367
14.83666667	-202.0222222	4.383666667
14.85333333	-202.0888889	4.400333333
14.87	-202.1666667	4.417
14.88666667	-202.2333333	4.433666667
14.90333333	-202.3777778	4.450333333
14.92	-202.3777778	4.467
14.93666667	-202.4444444	4.483666667
14.95333333	-202.5222222	4.500333333
14.97	-202.6666667	4.517
14.98666667	-202.6666667	4.533666667
15.00333333	-202.7333333	4.550333333
15.02	-202.8	4.567
15.03666667	-202.8777778	4.583666667
15.05333333	-203.0222222	4.600333333
15.07	-203.0888889	4.617
15.08666667	-203.1555556	4.633666667
15.10333333	-203.2333333	4.650333333
15.12	-203.3	4.667
15.13666667	-203.3777778	4.683666667
15.15333333	-203.3777778	4.700333333
15.17	-203.4444444	4.717
15.18666667	-203.5888889	4.733666667
15.20333333	-203.5888889	4.750333333
15.22	-203.6555556	4.767
15.23666667	-203.6555556	4.783666667
15.25333333	-203.8	4.800333333
15.27	-203.8666667	4.817
15.28666667	-203.8666667	4.833666667
15.30333333	-204.0111111	4.850333333
15.32	-204.0111111	4.867
15.33666667	-204.0888889	4.883666667
15.35333333	-204.2222222	4.900333333
15.37	-204.2222222	4.917
15.38666667	-204.3	4.933666667
15.40333333	-204.3666667	4.950333333
15.42	-204.4444444	4.967
15.43666667	-204.5111111	4.983666667
15.45333333	-204.5777778	5.000333333
15.47	-204.6555556	5.017
15.48666667	-204.7222222	5.033666667
15.50333333	-204.7222222	5.050333333
15.52	-204.8	5.067
15.53666667	-204.8666667	5.083666667
15.55333333	-204.9333333	5.100333333
15.57	-204.9333333	5.117
15.58666667	-205.0777778	5.133666667
15.60333333	-205.1555556	5.150333333
15.62	-205.1555556	5.167
15.63666667	-205.2222222	5.183666667
15.65333333	-205.2888889	5.200333333
15.67	-205.3666667	5.217
15.68666667	-205.3666667	5.233666667
15.70333333	-205.4333333	5.250333333
15.72	-205.5777778	5.267
15.73666667	-205.6444444	5.283666667
15.75333333	-205.7222222	5.300333333
15.77	-205.7222222	5.317
15.78666667	-205.7222222	5.333666667
15.80333333	-205.7888889	5.350333333
15.82	-205.8666667	5.367
15.83666667	-205.9333333	5.383666667
15.85333333	-206	5.400333333
15.87	-206.0777778	5.417
15.88666667	-206.0777778	5.433666667
15.90333333	-206.1444444	5.450333333
15.92	-206.2222222	5.467
15.93666667	-206.2888889	5.483666667
15.95333333	-206.3555556	5.500333333
15.97	-206.3555556	5.517
15.98666667	-206.4333333	5.533666667
16.00333333	-206.5	5.550333333
16.02	-206.5777778	5.567
16.03666667	-206.5777778	5.583666667
16.05333333	-206.6444444	5.600333333
16.07	-206.6444444	5.617
16.08666667	-206.7111111	5.633666667
16.10333333	-206.8555556	5.650333333
16.12	-206.8555556	5.667
16.13666667	-206.9333333	5.683666667
16.15333333	-207	5.700333333
16.17	-207.0666667	5.717
16.18666667	-207.0666667	5.733666667
16.20333333	-207.1444444	5.750333333
16.22	-207.2111111	5.767
16.23666667	-207.2111111	5.783666667
16.25333333	-207.2888889	5.800333333
16.27	-207.2888889	5.817
16.28666667	-207.3555556	5.833666667
16.30333333	-207.4222222	5.850333333
16.32	-207.5	5.867
16.33666667	-207.5	5.883666667
16.35333333	-207.5666667	5.900333333
16.37	-207.6444444	5.917
16.38666667	-207.7111111	5.933666667
16.40333333	-207.7777778	5.950333333
16.42	-207.7777778	5.967
16.43666667	-207.8555556	5.983666667
16.45333333	-207.9222222	6.000333333
16.47	-208	6.017
16.48666667	-208	6.033666667
16.50333333	-208.0666667	6.050333333
16.52	-208.1333333	6.067
16.53666667	-208.2111111	6.083666667
16.55333333	-208.1333333	6.100333333
16.57	-208.2777778	6.117
16.58666667	-208.3555556	6.133666667
16.60333333	-208.3555556	6.150333333
16.62	-208.4222222	6.167
16.63666667	-208.4222222	6.183666667
16.65333333	-208.5666667	6.200333333
16.67	-208.5666667	6.217
16.68666667	-208.6333333	6.233666667
16.70333333	-208.6333333	6.250333333
16.72	-208.7111111	6.267
16.73666667	-208.7777778	6.283666667
16.75333333	-208.7777778	6.300333333
16.77	-208.8444444	6.317
16.78666667	-208.9222222	6.333666667
16.80333333	-208.9222222	6.350333333
16.82	-208.9888889	6.367
16.83666667	-209.0666667	6.383666667
16.85333333	-209.0666667	6.400333333
16.87	-209.1333333	6.417
16.88666667	-209.2	6.433666667
16.90333333	-209.2	6.450333333
16.92	-209.2777778	6.467
16.93666667	-209.2777778	6.483666667
16.95333333	-209.3444444	6.500333333
16.97	-209.3444444	6.517
16.98666667	-209.4222222	6.533666667
17.00333333	-209.4222222	6.550333333
17.02	-209.4888889	6.567
17.03666667	-209.5555556	6.583666667
17.05333333	-209.5555556	6.600333333
17.07	-209.6333333	6.617
17.08666667	-209.7777778	6.633666667
17.10333333	-209.7777778	6.650333333
17.12	-209.8444444	6.667
17.13666667	-209.9111111	6.683666667
17.15333333	-209.8444444	6.700333333
17.17	-209.9111111	6.717
17.18666667	-209.9111111	6.733666667
17.20333333	-209.9888889	6.750333333
17.22	-209.9888889	6.767
17.23666667	-210.0555556	6.783666667
17.25333333	-210.0555556	6.800333333
17.27	-210.1333333	6.817
17.28666667	-210.2	6.833666667
17.30333333	-210.2666667	6.850333333
17.32	-210.3444444	6.867
17.33666667	-210.3444444	6.883666667
17.35333333	-210.4111111	6.900333333
17.37	-210.4111111	6.917
17.38666667	-210.5555556	6.933666667
17.40333333	-210.5555556	6.950333333
17.42	-210.6222222	6.967
17.43666667	-210.5555556	6.983666667
17.45333333	-210.7	7.000333333
17.47	-210.7666667	7.017
17.48666667	-210.7666667	7.033666667
17.50333333	-210.7666667	7.050333333
17.52	-210.8444444	7.067
17.53666667	-210.9111111	7.083666667
17.55333333	-210.9111111	7.100333333
17.57	-210.9111111	7.117
17.58666667	-211.0555556	7.133666667
17.60333333	-211.0555556	7.150333333
17.62	-211.0555556	7.167
17.63666667	-211.1222222	7.183666667
17.65333333	-211.2666667	7.200333333
17.67	-211.2	7.217
17.68666667	-211.2	7.233666667
17.70333333	-211.3333333	7.250333333
17.72	-211.3333333	7.267
17.73666667	-211.4111111	7.283666667
17.75333333	-211.4777778	7.300333333
17.77	-211.4777778	7.317
17.78666667	-211.5555556	7.333666667
17.80333333	-211.5555556	7.350333333
17.82	-211.5555556	7.367
17.83666667	-211.6222222	7.383666667
17.85333333	-211.6888889	7.400333333
17.87	-211.7666667	7.417
17.88666667	-211.7666667	7.433666667
17.90333333	-211.8333333	7.450333333
17.92	-211.8333333	7.467
17.93666667	-211.9111111	7.483666667
17.95333333	-211.9111111	7.500333333
17.97	-211.9777778	7.517
17.98666667	-211.9777778	7.533666667
18.00333333	-212.0444444	7.550333333
18.02	-212.1222222	7.567
18.03666667	-212.1222222	7.583666667
18.05333333	-212.1888889	7.600333333
18.07	-212.1888889	7.617
18.08666667	-212.2666667	7.633666667
18.10333333	-212.2666667	7.650333333
18.12	-212.3333333	7.667
18.13666667	-212.3333333	7.683666667
18.15333333	-212.3333333	7.700333333
18.17	-212.4	7.717
18.18666667	-212.4777778	7.733666667
18.20333333	-212.5444444	7.750333333
18.22	-212.5444444	7.767
18.23666667	-212.6222222	7.783666667
18.25333333	-212.6888889	7.800333333
18.27	-212.6888889	7.817
18.28666667	-212.6888889	7.833666667
18.30333333	-212.7555556	7.850333333
18.32	-212.8333333	7.867
18.33666667	-212.7555556	7.883666667
18.35333333	-212.8333333	7.900333333
18.37	-212.8333333	7.917
18.38666667	-212.9777778	7.933666667
18.40333333	-212.9777778	7.950333333
18.42	-212.9777778	7.967
18.43666667	-213.0444444	7.983666667
18.45333333	-213.0444444	8.000333333
18.47	-213.0444444	8.017
18.48666667	-212.9777778	8.033666667
18.50333333	-213.1111111	8.050333333
18.52	-213.1111111	8.067
18.53666667	-213.1888889	8.083666667
18.55333333	-213.1888889	8.100333333
18.57	-213.2555556	8.117
18.58666667	-213.1888889	8.133666667
18.60333333	-213.1888889	8.150333333
18.62	-213.3333333	8.167
18.63666667	-213.3333333	8.183666667
18.65333333	-213.2555556	8.200333333
18.67	-213.2555556	8.217
18.68666667	-213.3333333	8.233666667
18.70333333	-213.2555556	8.250333333
18.72	-213.2555556	8.267
18.73666667	-213.3333333	8.283666667
18.75333333	-213.2555556	8.300333333
18.77	-213.3333333	8.317
18.78666667	-213.3333333	8.333666667
18.80333333	-213.2555556	8.350333333
18.82	-213.2555556	8.367
18.83666667	-213.3333333	8.383666667
18.85333333	-213.3333333	8.400333333
18.87	-213.4	8.417
18.88666667	-213.3333333	8.433666667
18.90333333	-213.3333333	8.450333333
18.92	-213.3333333	8.467
18.93666667	-213.3333333	8.483666667
18.95333333	-213.3333333	8.500333333
18.97	-213.2555556	8.517
18.98666667	-213.3333333	8.533666667
19.00333333	-213.3333333	8.550333333
19.02	-213.2555556	8.567
19.03666667	-213.2555556	8.583666667
19.05333333	-213.2555556	8.600333333
19.07	-213.3333333	8.617
19.08666667	-213.2555556	8.633666667
19.10333333	-213.2555556	8.650333333
19.12	-213.2555556	8.667
19.13666667	-213.2555556	8.683666667
19.15333333	-213.3333333	8.700333333
19.17	-213.1888889	8.717
19.18666667	-213.3333333	8.733666667
19.20333333	-213.1888889	8.750333333
19.22	-213.1888889	8.767
19.23666667	-213.2555556	8.783666667
19.25333333	-213.2555556	8.800333333
19.27	-213.1888889	8.817
19.28666667	-213.2555556	8.833666667
19.30333333	-213.2555556	8.850333333
19.32	-213.1888889	8.867
19.33666667	-213.1888889	8.883666667
19.35333333	-213.1888889	8.900333333
19.37	-213.1111111	8.917
19.38666667	-213.1111111	8.933666667
19.40333333	-213.1111111	8.950333333
19.42	-213.1111111	8.967
19.43666667	-213.1888889	8.983666667
19.45333333	-213.1111111	9.000333333
19.47	-213.1888889	9.017
19.48666667	-213.0444444	9.033666667
19.50333333	-213.1111111	9.050333333
19.52	-213.1111111	9.067
19.53666667	-213.1111111	9.083666667
19.55333333	-213.0444444	9.100333333
19.57	-213.0444444	9.117
19.58666667	-212.9777778	9.133666667
19.60333333	-212.9777778	9.150333333
19.62	-213.0444444	9.167
19.63666667	-212.9777778	9.183666667
19.65333333	-212.9	9.200333333
19.67	-212.9	9.217
19.68666667	-212.9777778	9.233666667
19.70333333	-212.9	9.250333333
19.72	-212.9	9.267
19.73666667	-212.8333333	9.283666667
19.75333333	-212.8333333	9.300333333
19.77	-212.7555556	9.317
19.78666667	-212.7555556	9.333666667
19.80333333	-212.6888889	9.350333333
19.82	-212.6888889	9.367
19.83666667	-212.6222222	9.383666667
19.85333333	-212.6222222	9.400333333
19.87	-212.6222222	9.417
19.88666667	-212.6222222	9.433666667
19.90333333	-212.5444444	9.450333333
19.92	-212.5444444	9.467
19.93666667	-212.5444444	9.483666667
19.95333333	-212.5444444	9.500333333
19.97	-212.4777778	9.517
19.98666667	-212.4777778	9.533666667
20.00333333	-212.4777778	9.550333333
20.02	-212.4777778	9.567
20.03666667	-212.3333333	9.583666667
20.05333333	-212.3333333	9.600333333
20.07	-212.2666667	9.617
20.08666667	-212.2666667	9.633666667
20.10333333	-212.2666667	9.650333333
20.12	-212.2666667	9.667
20.13666667	-212.2666667	9.683666667
20.15333333	-212.1888889	9.700333333
20.17	-212.1888889	9.717
20.18666667	-212.1888889	9.733666667
20.20333333	-212.1222222	9.750333333
20.22	-212.1222222	9.767
20.23666667	-212.0444444	9.783666667
20.25333333	-212.0444444	9.800333333
20.27	-211.9777778	9.817
20.28666667	-211.9777778	9.833666667
20.30333333	-211.9111111	9.850333333
20.32	-211.9777778	9.867
20.33666667	-211.9111111	9.883666667
20.35333333	-211.7666667	9.900333333
20.37	-211.8333333	9.917
20.38666667	-211.7666667	9.933666667
20.40333333	-211.7666667	9.950333333
20.42	-211.7666667	9.967
20.43666667	-211.7666667	9.983666667
20.45333333	-211.6888889	10.00033333
20.47	-211.5555556	10.017
20.48666667	-211.6222222	10.03366667
20.50333333	-211.5555556	10.05033333
20.52	-211.5555556	10.067
20.53666667	-211.5555556	10.08366667
20.55333333	-211.4777778	10.10033333
20.57	-211.3333333	10.117
20.58666667	-211.2666667	10.13366667
20.60333333	-211.3333333	10.15033333
20.62	-211.2666667	10.167
20.63666667	-211.1222222	10.18366667
20.65333333	-211.1222222	10.20033333
20.67	-211.0555556	10.217
20.68666667	-210.9777778	10.23366667
20.70333333	-210.9111111	10.25033333
20.72	-210.8444444	10.267
20.73666667	-210.8444444	10.28366667
20.75333333	-210.7666667	10.30033333
20.77	-210.6222222	10.317
20.78666667	-210.6222222	10.33366667
20.80333333	-210.5555556	10.35033333
20.82	-210.4888889	10.367
20.83666667	-210.4888889	10.38366667
20.85333333	-210.4111111	10.40033333
20.87	-210.2666667	10.417
20.88666667	-210.1333333	10.43366667
20.90333333	-210.1333333	10.45033333
20.92	-210.0555556	10.467
20.93666667	-209.9888889	10.48366667
20.95333333	-209.8444444	10.50033333
20.97	-209.8444444	10.517
20.98666667	-209.7	10.53366667
21.00333333	-209.7	10.55033333
21.02	-209.4888889	10.567
21.03666667	-209.4222222	10.58366667
21.05333333	-209.4222222	10.60033333
21.07	-209.3444444	10.617
21.08666667	-209.2	10.63366667
21.10333333	-209.1333333	10.65033333
21.12	-209.0666667	10.667
21.13666667	-208.9888889	10.68366667
21.15333333	-208.9222222	10.70033333
21.17	-208.7777778	10.717
21.18666667	-208.6333333	10.73366667
21.20333333	-208.5666667	10.75033333
21.22	-208.4222222	10.767
21.23666667	-208.2777778	10.78366667
21.25333333	-208.2111111	10.80033333
21.27	-208.1333333	10.817
21.28666667	-208.0666667	10.83366667
21.30333333	-207.9222222	10.85033333
21.32	-207.7777778	10.867
21.33666667	-207.7111111	10.88366667
21.35333333	-207.5666667	10.90033333
21.37	-207.5	10.917
21.38666667	-207.4222222	10.93366667
21.40333333	-207.2111111	10.95033333
21.42	-207.1444444	10.967
21.43666667	-207	10.98366667
21.45333333	-206.8555556	11.00033333
21.47	-206.7111111	11.017
21.48666667	-206.5777778	11.03366667
21.50333333	-206.4333333	11.05033333
21.52	-206.2222222	11.067
21.53666667	-206.1444444	11.08366667
21.55333333	-206	11.10033333
21.57	-205.8666667	11.117
21.58666667	-205.6444444	11.13366667
21.60333333	-205.5777778	11.15033333
21.62	-205.3666667	11.167
21.63666667	-205.2222222	11.18366667
21.65333333	-205.1555556	11.20033333
21.67	-204.9333333	11.217
21.68666667	-204.8666667	11.23366667
21.70333333	-204.6555556	11.25033333
21.72	-204.5111111	11.267
21.73666667	-204.3666667	11.28366667
21.75333333	-204.2222222	11.30033333
21.77	-204.0888889	11.317
21.78666667	-204.0111111	11.33366667
21.80333333	-203.8	11.35033333
21.82	-203.6555556	11.367
21.83666667	-203.5111111	11.38366667
21.85333333	-203.3777778	11.40033333
21.87	-203.2333333	11.417
21.88666667	-203.1555556	11.43366667
21.90333333	-203.0222222	11.45033333
21.92	-202.8	11.467
21.93666667	-202.6666667	11.48366667
21.95333333	-202.5222222	11.50033333
21.97	-202.3777778	11.517
21.98666667	-202.2333333	11.53366667
22.00333333	-202.0888889	11.55033333
22.02	-201.9555556	11.567
22.03666667	-201.8111111	11.58366667
22.05333333	-201.6666667	11.60033333
22.07	-201.5222222	11.617
22.08666667	-201.3777778	11.63366667
22.10333333	-201.2444444	11.65033333
22.12	-201.0222222	11.667
22.13666667	-200.8888889	11.68366667
22.15333333	-200.6666667	11.70033333
22.17	-200.5333333	11.717
22.18666667	-200.4555556	11.73366667
22.20333333	-200.2444444	11.75033333
22.22	-200.1	11.767
22.23666667	-200.0222222	11.78366667
22.25333333	-199.8711111	11.80033333
22.27	-199.6488889	11.817
22.28666667	-199.5244444	11.83366667
22.30333333	-199.3288889	11.85033333
22.32	-199.16	11.867
22.33666667	-199.0266667	11.88366667
22.35333333	-198.8311111	11.90033333
22.37	-198.6888889	11.917
22.38666667	-198.5466667	11.93366667
22.40333333	-198.3333333	11.95033333
22.42	-198.2622222	11.967
22.43666667	-198.0488889	11.98366667
22.45333333	-197.8355556	12.00033333
22.47	-197.6933333	12.017
22.48666667	-197.5511111	12.03366667
22.50333333	-197.3377778	12.05033333
22.52	-197.0888889	12.067
22.53666667	-197.3022222	12.08366667
22.55333333	-196.7333333	12.10033333
22.57	-196.52	12.117
22.58666667	-197.3377778	12.13366667
22.60333333	-197.3377778	12.15033333
22.62	-197.1244444	12.167
22.63666667	-198.1555556	12.18366667
22.65333333	-196.6266667	12.20033333
22.67	-197.3377778	12.217
22.68666667	-197.7644444	12.23366667
22.70333333	-197.1244444	12.25033333
22.72	-198.6177778	12.267
22.73666667	-199.2044444	12.28366667
22.75333333	-199.3555556	12.30033333
22.77	-199.4622222	12.317
22.78666667	-198.8755556	12.33366667
22.80333333	-199.0977778	12.35033333
22.82	-198.4044444	12.367
22.83666667	-198.6266667	12.38366667
22.85333333	-198.4844444	12.40033333
22.87	-198.4577778	12.417
22.88666667	-198.2888889	12.43366667
22.90333333	-197.8444444	12.45033333
22.92	-197.9333333	12.467
22.93666667	-197.8622222	12.48366667
22.95333333	-197.5422222	12.50033333
22.97	-196.9288889	12.517
22.98666667	-197.0533333	12.53366667
23.00333333	-197.2488889	12.55033333
23.02	-197.2666667	12.567
23.03666667	-196.9733333	12.58366667
23.05333333	-196.9911111	12.60033333
23.07	-196.4755556	12.617
23.08666667	-196.1377778	12.63366667
23.10333333	-196.2711111	12.65033333
23.12	-195.5955556	12.667
23.13666667	-195.8355556	12.68366667
23.15333333	-195.3822222	12.70033333
23.17	-195.5866667	12.717
23.18666667	-195	12.73366667
23.20333333	-194.7244444	12.75033333
23.22	-193.9688889	12.767
23.23666667	-193.6488889	12.78366667
23.25333333	-192.8044444	12.80033333
23.27	-192.6355556	12.817
23.28666667	-191.3911111	12.83366667
23.30333333	-190.8133333	12.85033333
23.32	-190.52	12.867
23.33666667	-189.7644444	12.88366667
23.35333333	-189.0266667	12.90033333
23.37	-188.28	12.917
23.38666667	-187.8888889	12.93366667
23.40333333	-187.6844444	12.95033333
23.42	-187.1955556	12.967
23.43666667	-186.92	12.98366667
23.45333333	-186.4222222	13.00033333
23.47	-186.0933333	13.017
23.48666667	-186.0044444	13.03366667
23.50333333	-185.48	13.05033333
23.52	-185.0977778	13.067
23.53666667	-184.84	13.08366667
23.55333333	-184.5822222	13.10033333
23.57	-184.2088889	13.117
23.58666667	-184.0577778	13.13366667
23.60333333	-183.7733333	13.15033333
23.62	-183.4533333	13.167
23.63666667	-183.2755556	13.18366667
23.65333333	-183.0888889	13.20033333
23.67	-182.9111111	13.217
23.68666667	-182.6977778	13.23366667
23.70333333	-182.5733333	13.25033333
23.72	-182.4044444	13.267
23.73666667	-182.2088889	13.28366667
23.75333333	-182.0044444	13.30033333
23.77	-181.7377778	13.317
23.78666667	-181.5155556	13.33366667
23.80333333	-181.3022222	13.35033333
23.82	-181.0533333	13.367
23.83666667	-180.8133333	13.38366667
23.85333333	-180.6088889	13.40033333
23.87	-180.3511111	13.417
23.88666667	-180.1111111	13.43366667
23.90333333	-179.8444444	13.45033333
23.92	-179.5688889	13.467
23.93666667	-179.3288889	13.48366667
23.95333333	-179.0711111	13.50033333
23.97	-178.8666667	13.517
23.98666667	-178.6088889	13.53366667
24.00333333	-178.3866667	13.55033333
24.02	-178.0933333	13.567
24.03666667	-177.8888889	13.58366667
24.05333333	-177.6222222	13.60033333
24.07	-177.3644444	13.617
24.08666667	-177.1333333	13.63366667
24.10333333	-176.8933333	13.65033333
24.12	-176.6444444	13.667
24.13666667	-176.4133333	13.68366667
24.15333333	-176.1555556	13.70033333
24.17	-175.9066667	13.717
24.18666667	-175.6488889	13.73366667
